,County,Avg. temperature,Region,Regional Illnesses,Week of
1518,"Montgomery, MO",75.5,07,0,10/28/2023
1519,"Morgan, MO",77.0,07,0,10/28/2023
1520,"New Madrid, MO",80.3,07,0,10/28/2023
1521,"Newton, MO",78.5,07,0,10/28/2023
1522,"Nodaway, MO",69.8,07,0,10/28/2023
1523,"Oregon, MO",79.4,07,0,10/28/2023
1524,"Osage, MO",77.6,07,0,10/28/2023
1525,"Ozark, MO",78.7,07,0,10/28/2023
1526,"Pemiscot, MO",81.4,07,0,10/28/2023
1527,"Perry, MO",77.1,07,0,10/28/2023
1528,"Pettis, MO",76.2,07,0,10/28/2023
1529,"Phelps, MO",78.2,07,0,10/28/2023
1530,"Pike, MO",73.8,07,0,10/28/2023
1531,"Platte, MO",73.3,07,0,10/28/2023
1532,"Polk, MO",78.1,07,0,10/28/2023
1533,"Pulaski, MO",78.5,07,0,10/28/2023
1534,"Putnam, MO",69.1,07,0,10/28/2023
1535,"Ralls, MO",73.4,07,0,10/28/2023
1536,"Randolph, MO",74.2,07,0,10/28/2023
1537,"Ray, MO",73.5,07,0,10/28/2023
1538,"Reynolds, MO",78.1,07,0,10/28/2023
1539,"Ripley, MO",80.3,07,0,10/28/2023
1540,"Saline, MO",75.4,07,0,10/28/2023
1541,"Schuyler, MO",69.9,07,0,10/28/2023
1542,"Scotland, MO",70.5,07,0,10/28/2023
1543,"Scott, MO",79.0,07,0,10/28/2023
1544,"Shannon, MO",78.6,07,0,10/28/2023
1545,"Shelby, MO",72.8,07,0,10/28/2023
1546,"St. Charles, MO",76.4,07,0,10/28/2023
1547,"St. Clair, MO",77.8,07,0,10/28/2023
1548,"St. Francois, MO",76.7,07,0,10/28/2023
1549,"St. Louis, MO",76.6,07,0,10/28/2023
1550,"St. Louis City, MO",76.6,07,0,10/28/2023
1551,"Ste. Genevieve, MO",76.9,07,0,10/28/2023
1552,"Stoddard, MO",80.1,07,0,10/28/2023
1553,"Stone, MO",78.7,07,0,10/28/2023
1554,"Sullivan, MO",70.0,07,0,10/28/2023
1555,"Taney, MO",78.9,07,0,10/28/2023
1556,"Texas, MO",77.8,07,0,10/28/2023
1557,"Vernon, MO",77.3,07,0,10/28/2023
1558,"Warren, MO",76.1,07,0,10/28/2023
1559,"Washington, MO",77.0,07,0,10/28/2023
1560,"Wayne, MO",79.3,07,0,10/28/2023
1561,"Webster, MO",77.2,07,0,10/28/2023
1562,"Worth, MO",69.1,07,0,10/28/2023
1563,"Wright, MO",77.5,07,0,10/28/2023
1564,"Beaverhead, MT",43.9,08,7,10/28/2023
1565,"Big Horn, MT",40.8,08,7,10/28/2023
1566,"Blaine, MT",35.2,08,7,10/28/2023
1567,"Broadwater, MT",39.6,08,7,10/28/2023
1568,"Carbon, MT",39.1,08,7,10/28/2023
1569,"Carter, MT",43.6,08,7,10/28/2023
1570,"Cascade, MT",35.4,08,7,10/28/2023
1571,"Chouteau, MT",36.4,08,7,10/28/2023
1572,"Custer, MT",41.0,08,7,10/28/2023
1573,"Daniels, MT",37.4,08,7,10/28/2023
1574,"Dawson, MT",38.3,08,7,10/28/2023
1575,"Deer Lodge, MT",41.2,08,7,10/28/2023
1576,"Fallon, MT",41.0,08,7,10/28/2023
1577,"Fergus, MT",36.7,08,7,10/28/2023
1578,"Flathead, MT",38.1,08,7,10/28/2023
1579,"Gallatin, MT",41.9,08,7,10/28/2023
1580,"Garfield, MT",38.4,08,7,10/28/2023
1581,"Glacier, MT",32.1,08,7,10/28/2023
1582,"Golden Valley, MT",37.0,08,7,10/28/2023
1583,"Granite, MT",41.5,08,7,10/28/2023
1584,"Hill, MT",34.9,08,7,10/28/2023
1585,"Jefferson, MT",39.8,08,7,10/28/2023
1586,"Judith Basin, MT",35.9,08,7,10/28/2023
1587,"Lake, MT",43.2,08,7,10/28/2023
1588,"Lewis and Clark, MT",36.6,08,7,10/28/2023
1589,"Liberty, MT",34.0,08,7,10/28/2023
1590,"Lincoln, MT",41.3,08,7,10/28/2023
1591,"Madison, MT",42.4,08,7,10/28/2023
1592,"McCone, MT",38.3,08,7,10/28/2023
1593,"Meagher, MT",36.5,08,7,10/28/2023
1594,"Mineral, MT",43.7,08,7,10/28/2023
1595,"Missoula, MT",42.2,08,7,10/28/2023
1596,"Musselshell, MT",37.8,08,7,10/28/2023
1597,"Park, MT",40.5,08,7,10/28/2023
1598,"Petroleum, MT",37.8,08,7,10/28/2023
1599,"Phillips, MT",36.3,08,7,10/28/2023
1600,"Pondera, MT",32.7,08,7,10/28/2023
1601,"Powder River, MT",43.1,08,7,10/28/2023
1602,"Powell, MT",39.3,08,7,10/28/2023
1603,"Prairie, MT",39.1,08,7,10/28/2023
1604,"Ravalli, MT",44.5,08,7,10/28/2023
1605,"Richland, MT",38.8,08,7,10/28/2023
1606,"Roosevelt, MT",38.6,08,7,10/28/2023
1607,"Rosebud, MT",40.9,08,7,10/28/2023
1608,"Sanders, MT",44.0,08,7,10/28/2023
1609,"Sheridan, MT",39.0,08,7,10/28/2023
1610,"Silver Bow, MT",41.1,08,7,10/28/2023
1611,"Stillwater, MT",38.5,08,7,10/28/2023
1612,"Sweet Grass, MT",38.4,08,7,10/28/2023
1613,"Teton, MT",33.5,08,7,10/28/2023
1614,"Toole, MT",32.4,08,7,10/28/2023
1615,"Treasure, MT",40.8,08,7,10/28/2023
1616,"Valley, MT",37.3,08,7,10/28/2023
1617,"Wheatland, MT",36.8,08,7,10/28/2023
1618,"Wibaux, MT",39.5,08,7,10/28/2023
1619,"Yellowstone, MT",39.4,08,7,10/28/2023
1620,"Adams, NE",66.8,07,0,10/28/2023
1621,"Antelope, NE",57.5,07,0,10/28/2023
1622,"Arthur, NE",54.6,07,0,10/28/2023
1623,"Banner, NE",60.2,07,0,10/28/2023
1624,"Blaine, NE",54.9,07,0,10/28/2023
1625,"Boone, NE",59.8,07,0,10/28/2023
1626,"Box Butte, NE",56.5,07,0,10/28/2023
1627,"Boyd, NE",57.2,07,0,10/28/2023
1628,"Brown, NE",54.2,07,0,10/28/2023
1629,"Buffalo, NE",62.6,07,0,10/28/2023
1630,"Burt, NE",66.0,07,0,10/28/2023
1631,"Butler, NE",66.3,07,0,10/28/2023
1632,"Cass, NE",68.6,07,0,10/28/2023
1633,"Cedar, NE",59.3,07,0,10/28/2023
1634,"Chase, NE",59.4,07,0,10/28/2023
1635,"Cherry, NE",52.8,07,0,10/28/2023
1636,"Cheyenne, NE",58.4,07,0,10/28/2023
1637,"Clay, NE",67.9,07,0,10/28/2023
1638,"Colfax, NE",64.8,07,0,10/28/2023
1639,"Cuming, NE",64.2,07,0,10/28/2023
1640,"Custer, NE",56.9,07,0,10/28/2023
1641,"Dakota, NE",63.4,07,0,10/28/2023
1642,"Dawes, NE",55.1,07,0,10/28/2023
1643,"Dawson, NE",60.3,07,0,10/28/2023
1644,"Deuel, NE",57.1,07,0,10/28/2023
1645,"Dixon, NE",61.5,07,0,10/28/2023
1646,"Dodge, NE",66.1,07,0,10/28/2023
1647,"Douglas, NE",67.7,07,0,10/28/2023
1648,"Dundy, NE",61.7,07,0,10/28/2023
1649,"Fillmore, NE",68.6,07,0,10/28/2023
1650,"Franklin, NE",68.4,07,0,10/28/2023
1651,"Frontier, NE",60.9,07,0,10/28/2023
1652,"Furnas, NE",66.0,07,0,10/28/2023
1653,"Gage, NE",70.0,07,0,10/28/2023
1654,"Garden, NE",55.9,07,0,10/28/2023
1655,"Garfield, NE",55.8,07,0,10/28/2023
1656,"Gosper, NE",63.1,07,0,10/28/2023
1657,"Grant, NE",53.6,07,0,10/28/2023
1658,"Greeley, NE",58.9,07,0,10/28/2023
1659,"Hall, NE",64.5,07,0,10/28/2023
1660,"Hamilton, NE",65.9,07,0,10/28/2023
1661,"Harlan, NE",67.7,07,0,10/28/2023
1662,"Hayes, NE",59.3,07,0,10/28/2023
1663,"Hitchcock, NE",62.0,07,0,10/28/2023
1664,"Holt, NE",55.9,07,0,10/28/2023
1665,"Hooker, NE",53.6,07,0,10/28/2023
1666,"Howard, NE",61.9,07,0,10/28/2023
1667,"Jefferson, NE",70.2,07,0,10/28/2023
1668,"Johnson, NE",69.8,07,0,10/28/2023
1669,"Kearney, NE",65.8,07,0,10/28/2023
1670,"Keith, NE",56.3,07,0,10/28/2023
1671,"Keya Paha, NE",55.4,07,0,10/28/2023
1672,"Kimball, NE",60.2,07,0,10/28/2023
1673,"Knox, NE",57.0,07,0,10/28/2023
1674,"Lancaster, NE",68.9,07,0,10/28/2023
1675,"Lincoln, NE",57.1,07,0,10/28/2023
1676,"Logan, NE",55.2,07,0,10/28/2023
1677,"Loup, NE",55.3,07,0,10/28/2023
1678,"Madison, NE",60.7,07,0,10/28/2023
1679,"McPherson, NE",54.6,07,0,10/28/2023
1680,"Merrick, NE",64.3,07,0,10/28/2023
1681,"Morrill, NE",57.9,07,0,10/28/2023
1682,"Nance, NE",62.7,07,0,10/28/2023
1683,"Nemaha, NE",70.0,07,0,10/28/2023
1684,"Nuckolls, NE",69.6,07,0,10/28/2023
1685,"Otoe, NE",69.3,07,0,10/28/2023
1686,"Pawnee, NE",70.3,07,0,10/28/2023
1687,"Perkins, NE",57.5,07,0,10/28/2023
1688,"Phelps, NE",64.5,07,0,10/28/2023
1689,"Pierce, NE",58.8,07,0,10/28/2023
1690,"Platte, NE",63.4,07,0,10/28/2023
1691,"Polk, NE",65.6,07,0,10/28/2023
1692,"Red Willow, NE",63.5,07,0,10/28/2023
1693,"Richardson, NE",70.9,07,0,10/28/2023
1694,"Rock, NE",54.9,07,0,10/28/2023
1695,"Saline, NE",69.2,07,0,10/28/2023
1696,"Sarpy, NE",68.2,07,0,10/28/2023
1697,"Saunders, NE",67.4,07,0,10/28/2023
1698,"Scotts Bluff, NE",60.2,07,0,10/28/2023
1699,"Seward, NE",68.0,07,0,10/28/2023
1700,"Sheridan, NE",53.8,07,0,10/28/2023
1701,"Sherman, NE",60.1,07,0,10/28/2023
1702,"Sioux, NE",57.2,07,0,10/28/2023
1703,"Stanton, NE",62.5,07,0,10/28/2023
1704,"Thayer, NE",69.9,07,0,10/28/2023
1705,"Thomas, NE",54.3,07,0,10/28/2023
1706,"Thurston, NE",64.0,07,0,10/28/2023
1707,"Valley, NE",57.6,07,0,10/28/2023
1708,"Washington, NE",67.0,07,0,10/28/2023
1709,"Wayne, NE",61.2,07,0,10/28/2023
1710,"Webster, NE",69.1,07,0,10/28/2023
1711,"Wheeler, NE",56.8,07,0,10/28/2023
1712,"York, NE",67.1,07,0,10/28/2023
1713,"Carson City, NV",61.8,09,18,10/28/2023
1714,"Churchill, NV",65.7,09,18,10/28/2023
1715,"Clark, NV",77.6,09,18,10/28/2023
1716,"Douglas, NV",60.8,09,18,10/28/2023
1717,"Elko, NV",57.7,09,18,10/28/2023
1718,"Esmeralda, NV",66.9,09,18,10/28/2023
1719,"Eureka, NV",61.0,09,18,10/28/2023
1720,"Humboldt, NV",60.0,09,18,10/28/2023
1721,"Lander, NV",61.3,09,18,10/28/2023
1722,"Lincoln, NV",69.6,09,18,10/28/2023
1723,"Lyon, NV",64.6,09,18,10/28/2023
1724,"Mineral, NV",64.8,09,18,10/28/2023
1725,"Nye, NV",66.2,09,18,10/28/2023
1726,"Pershing, NV",62.6,09,18,10/28/2023
1727,"Storey, NV",61.4,09,18,10/28/2023
1728,"Washoe, NV",59.4,09,18,10/28/2023
1729,"White Pine, NV",61.1,09,18,10/28/2023
1730,"Belknap, NH",61.4,01,16,10/28/2023
1731,"Carroll, NH",59.6,01,16,10/28/2023
1732,"Cheshire, NH",62.3,01,16,10/28/2023
1733,"Coos, NH",55.7,01,16,10/28/2023
1734,"Grafton, NH",57.7,01,16,10/28/2023
1735,"Hillsborough, NH",64.1,01,16,10/28/2023
1736,"Merrimack, NH",62.3,01,16,10/28/2023
1737,"Rockingham, NH",65.4,01,16,10/28/2023
1738,"Strafford, NH",63.6,01,16,10/28/2023
1739,"Sullivan, NH",60.2,01,16,10/28/2023
1740,"Atlantic, NJ",70.0,02,9,10/28/2023
1741,"Bergen, NJ",67.9,02,9,10/28/2023
1742,"Burlington, NJ",69.2,02,9,10/28/2023
1743,"Camden, NJ",69.2,02,9,10/28/2023
1744,"Cape May, NJ",70.4,02,9,10/28/2023
1745,"Cumberland, NJ",70.0,02,9,10/28/2023
1746,"Essex, NJ",68.0,02,9,10/28/2023
1747,"Gloucester, NJ",69.3,02,9,10/28/2023
1748,"Hudson, NJ",68.4,02,9,10/28/2023
1749,"Hunterdon, NJ",67.5,02,9,10/28/2023
1750,"Mercer, NJ",68.6,02,9,10/28/2023
1751,"Middlesex, NJ",68.7,02,9,10/28/2023
1752,"Monmouth, NJ",68.6,02,9,10/28/2023
1753,"Morris, NJ",66.7,02,9,10/28/2023
1754,"Ocean, NJ",69.0,02,9,10/28/2023
1755,"Passaic, NJ",66.8,02,9,10/28/2023
1756,"Salem, NJ",69.4,02,9,10/28/2023
1757,"Somerset, NJ",68.4,02,9,10/28/2023
1758,"Sussex, NJ",66.2,02,9,10/28/2023
1759,"Union, NJ",68.5,02,9,10/28/2023
1760,"Warren, NJ",66.8,02,9,10/28/2023
1761,"Bernalillo, NM",73.1,06,16,10/28/2023
1762,"Catron, NM",65.8,06,16,10/28/2023
1763,"Chaves, NM",78.3,06,16,10/28/2023
1764,"Cibola, NM",68.3,06,16,10/28/2023
1765,"Colfax, NM",69.6,06,16,10/28/2023
1766,"Curry, NM",78.7,06,16,10/28/2023
1767,"De Baca, NM",79.5,06,16,10/28/2023
1768,"Dona Ana, NM",77.4,06,16,10/28/2023
1769,"Eddy, NM",78.9,06,16,10/28/2023
1770,"Grant, NM",70.1,06,16,10/28/2023
1771,"Guadalupe, NM",76.8,06,16,10/28/2023
1772,"Harding, NM",77.6,06,16,10/28/2023
1773,"Hidalgo, NM",75.2,06,16,10/28/2023
1774,"Lea, NM",77.7,06,16,10/28/2023
1775,"Lincoln, NM",72.4,06,16,10/28/2023
1776,"Los Alamos, NM",65.4,06,16,10/28/2023
1777,"Luna, NM",76.3,06,16,10/28/2023
1778,"McKinley, NM",69.0,06,16,10/28/2023
1779,"Mora, NM",68.9,06,16,10/28/2023
1780,"Otero, NM",73.8,06,16,10/28/2023
1781,"Quay, NM",80.0,06,16,10/28/2023
1782,"Rio Arriba, NM",65.3,06,16,10/28/2023
1783,"Roosevelt, NM",78.4,06,16,10/28/2023
1784,"San Juan, NM",72.6,06,16,10/28/2023
1785,"San Miguel, NM",73.9,06,16,10/28/2023
1786,"Sandoval, NM",69.6,06,16,10/28/2023
1787,"Santa Fe, NM",69.1,06,16,10/28/2023
1788,"Sierra, NM",73.0,06,16,10/28/2023
1789,"Socorro, NM",71.9,06,16,10/28/2023
1790,"Taos, NM",62.7,06,16,10/28/2023
1791,"Torrance, NM",70.7,06,16,10/28/2023
1792,"Union, NM",75.8,06,16,10/28/2023
1793,"Valencia, NM",75.1,06,16,10/28/2023
1794,"Albany, NY",64.7,02,9,10/28/2023
1795,"Allegany, NY",63.4,02,9,10/28/2023
1796,"Bronx, NY",67.8,02,9,10/28/2023
1797,"Broome, NY",63.1,02,9,10/28/2023
1798,"Cattaraugus, NY",63.4,02,9,10/28/2023
1799,"Cayuga, NY",62.7,02,9,10/28/2023
1800,"Chautauqua, NY",63.8,02,9,10/28/2023
1801,"Chemung, NY",63.8,02,9,10/28/2023
1802,"Chenango, NY",62.1,02,9,10/28/2023
1803,"Clinton, NY",55.9,02,9,10/28/2023
1804,"Columbia, NY",65.3,02,9,10/28/2023
1805,"Cortland, NY",61.2,02,9,10/28/2023
1806,"Delaware, NY",62.7,02,9,10/28/2023
1807,"Dutchess, NY",66.0,02,9,10/28/2023
1808,"Erie, NY",64.1,02,9,10/28/2023
1809,"Essex, NY",56.2,02,9,10/28/2023
1810,"Franklin, NY",55.8,02,9,10/28/2023
1811,"Fulton, NY",62.0,02,9,10/28/2023
1812,"Genesee, NY",64.1,02,9,10/28/2023
1813,"Greene, NY",63.8,02,9,10/28/2023
1814,"Hamilton, NY",57.5,02,9,10/28/2023
1815,"Herkimer, NY",59.9,02,9,10/28/2023
1816,"Jefferson, NY",59.8,02,9,10/28/2023
1817,"Kings, NY",68.1,02,9,10/28/2023
1818,"Lewis, NY",58.5,02,9,10/28/2023
1819,"Livingston, NY",64.8,02,9,10/28/2023
1820,"Madison, NY",61.4,02,9,10/28/2023
1821,"Monroe, NY",65.2,02,9,10/28/2023
1822,"Montgomery, NY",64.5,02,9,10/28/2023
1823,"Nassau, NY",67.4,02,9,10/28/2023
1824,"New York, NY",68.1,02,9,10/28/2023
1825,"Niagara, NY",64.0,02,9,10/28/2023
1826,"Oneida, NY",61.7,02,9,10/28/2023
1827,"Onondaga, NY",62.1,02,9,10/28/2023
1828,"Ontario, NY",64.3,02,9,10/28/2023
1829,"Orange, NY",66.5,02,9,10/28/2023
1830,"Orleans, NY",64.4,02,9,10/28/2023
1831,"Oswego, NY",61.4,02,9,10/28/2023
1832,"Otsego, NY",62.5,02,9,10/28/2023
1833,"Putnam, NY",65.7,02,9,10/28/2023
1834,"Queens, NY",68.0,02,9,10/28/2023
1835,"Rensselaer, NY",63.8,02,9,10/28/2023
1836,"Richmond, NY",68.2,02,9,10/28/2023
1837,"Rockland, NY",67.1,02,9,10/28/2023
1838,"Saratoga, NY",63.1,02,9,10/28/2023
1839,"Schenectady, NY",64.5,02,9,10/28/2023
1840,"Schoharie, NY",63.4,02,9,10/28/2023
1841,"Schuyler, NY",63.3,02,9,10/28/2023
1842,"Seneca, NY",64.3,02,9,10/28/2023
1843,"St. Lawrence, NY",58.2,02,9,10/28/2023
1844,"Steuben, NY",63.6,02,9,10/28/2023
1845,"Suffolk, NY",66.4,02,9,10/28/2023
1846,"Sullivan, NY",64.2,02,9,10/28/2023
1847,"Tioga, NY",63.3,02,9,10/28/2023
1848,"Tompkins, NY",62.8,02,9,10/28/2023
1849,"Ulster, NY",64.9,02,9,10/28/2023
1850,"Warren, NY",59.5,02,9,10/28/2023
1851,"Washington, NY",62.3,02,9,10/28/2023
1852,"Wayne, NY",64.2,02,9,10/28/2023
1853,"Westchester, NY",66.8,02,9,10/28/2023
1854,"Wyoming, NY",62.9,02,9,10/28/2023
1855,"Yates, NY",64.0,02,9,10/28/2023
1856,"Alamance, NC",73.2,04,30,10/28/2023
1857,"Alexander, NC",73.2,04,30,10/28/2023
1858,"Alleghany, NC",67.1,04,30,10/28/2023
1859,"Anson, NC",75.5,04,30,10/28/2023
1860,"Ashe, NC",66.3,04,30,10/28/2023
1861,"Avery, NC",65.9,04,30,10/28/2023
1862,"Beaufort, NC",74.3,04,30,10/28/2023
1863,"Bertie, NC",74.1,04,30,10/28/2023
1864,"Bladen, NC",75.1,04,30,10/28/2023
1865,"Brunswick, NC",74.8,04,30,10/28/2023
1866,"Buncombe, NC",70.0,04,30,10/28/2023
1867,"Burke, NC",73.1,04,30,10/28/2023
1868,"Cabarrus, NC",74.2,04,30,10/28/2023
1869,"Caldwell, NC",72.8,04,30,10/28/2023
1870,"Camden, NC",72.9,04,30,10/28/2023
1871,"Carteret, NC",73.7,04,30,10/28/2023
1872,"Caswell, NC",73.4,04,30,10/28/2023
1873,"Catawba, NC",73.9,04,30,10/28/2023
1874,"Chatham, NC",73.9,04,30,10/28/2023
1875,"Cherokee, NC",72.2,04,30,10/28/2023
1876,"Chowan, NC",73.3,04,30,10/28/2023
1877,"Clay, NC",69.9,04,30,10/28/2023
1878,"Cleveland, NC",74.3,04,30,10/28/2023
1879,"Columbus, NC",74.9,04,30,10/28/2023
1880,"Craven, NC",74.7,04,30,10/28/2023
1881,"Cumberland, NC",75.0,04,30,10/28/2023
1882,"Currituck, NC",72.3,04,30,10/28/2023
1883,"Dare, NC",72.7,04,30,10/28/2023
1884,"Davidson, NC",73.8,04,30,10/28/2023
1885,"Davie, NC",74.1,04,30,10/28/2023
1886,"Duplin, NC",75.1,04,30,10/28/2023
1887,"Durham, NC",73.3,04,30,10/28/2023
1888,"Edgecombe, NC",74.6,04,30,10/28/2023
1889,"Forsyth, NC",73.5,04,30,10/28/2023
1890,"Franklin, NC",73.4,04,30,10/28/2023
1891,"Gaston, NC",74.3,04,30,10/28/2023
1892,"Gates, NC",73.5,04,30,10/28/2023
1893,"Graham, NC",69.9,04,30,10/28/2023
1894,"Granville, NC",73.1,04,30,10/28/2023
1895,"Greene, NC",74.8,04,30,10/28/2023
1896,"Guilford, NC",73.3,04,30,10/28/2023
1897,"Halifax, NC",74.1,04,30,10/28/2023
1898,"Harnett, NC",74.3,04,30,10/28/2023
1899,"Haywood, NC",67.5,04,30,10/28/2023
1900,"Henderson, NC",70.3,04,30,10/28/2023
1901,"Hertford, NC",73.8,04,30,10/28/2023
1902,"Hoke, NC",75.1,04,30,10/28/2023
1903,"Hyde, NC",73.6,04,30,10/28/2023
1904,"Iredell, NC",73.8,04,30,10/28/2023
1905,"Jackson, NC",67.7,04,30,10/28/2023
1906,"Johnston, NC",74.0,04,30,10/28/2023
1907,"Jones, NC",75.2,04,30,10/28/2023
1908,"Lee, NC",74.3,04,30,10/28/2023
1909,"Lenoir, NC",75.0,04,30,10/28/2023
1910,"Lincoln, NC",74.1,04,30,10/28/2023
1911,"Macon, NC",68.3,04,30,10/28/2023
1912,"Madison, NC",70.8,04,30,10/28/2023
1913,"Martin, NC",74.5,04,30,10/28/2023
1914,"McDowell, NC",72.3,04,30,10/28/2023
1915,"Mecklenburg, NC",74.1,04,30,10/28/2023
1916,"Mitchell, NC",67.9,04,30,10/28/2023
1917,"Montgomery, NC",74.7,04,30,10/28/2023
1918,"Moore, NC",74.6,04,30,10/28/2023
1919,"Nash, NC",74.1,04,30,10/28/2023
1920,"New Hanover, NC",75.0,04,30,10/28/2023
1921,"Northampton, NC",74.1,04,30,10/28/2023
1922,"Onslow, NC",75.0,04,30,10/28/2023
1923,"Orange, NC",72.7,04,30,10/28/2023
1924,"Pamlico, NC",73.9,04,30,10/28/2023
1925,"Pasquotank, NC",73.0,04,30,10/28/2023
1926,"Pender, NC",75.3,04,30,10/28/2023
1927,"Perquimans, NC",73.3,04,30,10/28/2023
1928,"Person, NC",72.8,04,30,10/28/2023
1929,"Pitt, NC",74.8,04,30,10/28/2023
1930,"Polk, NC",73.8,04,30,10/28/2023
1931,"Randolph, NC",73.9,04,30,10/28/2023
1932,"Richmond, NC",75.5,04,30,10/28/2023
1933,"Robeson, NC",75.2,04,30,10/28/2023
1934,"Rockingham, NC",73.7,04,30,10/28/2023
1935,"Rowan, NC",73.9,04,30,10/28/2023
1936,"Rutherford, NC",74.2,04,30,10/28/2023
1937,"Sampson, NC",74.9,04,30,10/28/2023
1938,"Scotland, NC",75.5,04,30,10/28/2023
1939,"Stanly, NC",74.8,04,30,10/28/2023
1940,"Stokes, NC",73.2,04,30,10/28/2023
1941,"Surry, NC",72.9,04,30,10/28/2023
1942,"Swain, NC",68.5,04,30,10/28/2023
1943,"Transylvania, NC",68.9,04,30,10/28/2023
1944,"Tyrrell, NC",73.5,04,30,10/28/2023
1945,"Union, NC",74.4,04,30,10/28/2023
1946,"Vance, NC",73.2,04,30,10/28/2023
1947,"Wake, NC",73.4,04,30,10/28/2023
1948,"Warren, NC",73.6,04,30,10/28/2023
1949,"Washington, NC",74.0,04,30,10/28/2023
1950,"Watauga, NC",66.2,04,30,10/28/2023
1951,"Wayne, NC",74.6,04,30,10/28/2023
1952,"Wilkes, NC",72.4,04,30,10/28/2023
1953,"Wilson, NC",74.4,04,30,10/28/2023
1954,"Yadkin, NC",73.7,04,30,10/28/2023
1955,"Yancey, NC",67.9,04,30,10/28/2023
1956,"Adams, ND",45.0,08,7,10/28/2023
1957,"Barnes, ND",46.0,08,7,10/28/2023
1958,"Benson, ND",42.6,08,7,10/28/2023
1959,"Billings, ND",41.6,08,7,10/28/2023
1960,"Bottineau, ND",40.5,08,7,10/28/2023
1961,"Bowman, ND",43.3,08,7,10/28/2023
1962,"Burke, ND",39.5,08,7,10/28/2023
1963,"Burleigh, ND",43.4,08,7,10/28/2023
1964,"Cass, ND",47.5,08,7,10/28/2023
1965,"Cavalier, ND",41.4,08,7,10/28/2023
1966,"Dickey, ND",47.9,08,7,10/28/2023
1967,"Divide, ND",39.5,08,7,10/28/2023
1968,"Dunn, ND",42.5,08,7,10/28/2023
1969,"Eddy, ND",43.7,08,7,10/28/2023
1970,"Emmons, ND",45.6,08,7,10/28/2023
1971,"Foster, ND",44.3,08,7,10/28/2023
1972,"Golden Valley, ND",40.5,08,7,10/28/2023
1973,"Grand Forks, ND",44.9,08,7,10/28/2023
1974,"Grant, ND",44.7,08,7,10/28/2023
1975,"Griggs, ND",44.5,08,7,10/28/2023
1976,"Hettinger, ND",44.3,08,7,10/28/2023
1977,"Kidder, ND",44.2,08,7,10/28/2023
1978,"LaMoure, ND",47.0,08,7,10/28/2023
1979,"Logan, ND",45.5,08,7,10/28/2023
1980,"McHenry, ND",41.4,08,7,10/28/2023
1981,"McIntosh, ND",46.3,08,7,10/28/2023
1982,"McKenzie, ND",40.5,08,7,10/28/2023
1983,"McLean, ND",41.7,08,7,10/28/2023
1984,"Mercer, ND",42.8,08,7,10/28/2023
1985,"Morton, ND",43.9,08,7,10/28/2023
1986,"Mountrail, ND",40.4,08,7,10/28/2023
1987,"Nelson, ND",43.3,08,7,10/28/2023
1988,"Oliver, ND",42.8,08,7,10/28/2023
1989,"Pembina, ND",43.5,08,7,10/28/2023
1990,"Pierce, ND",41.7,08,7,10/28/2023
1991,"Ramsey, ND",42.5,08,7,10/28/2023
1992,"Ransom, ND",47.9,08,7,10/28/2023
1993,"Renville, ND",40.1,08,7,10/28/2023
1994,"Richland, ND",49.7,08,7,10/28/2023
1995,"Rolette, ND",40.5,08,7,10/28/2023
1996,"Sargent, ND",48.8,08,7,10/28/2023
1997,"Sheridan, ND",42.0,08,7,10/28/2023
1998,"Sioux, ND",45.6,08,7,10/28/2023
1999,"Slope, ND",42.6,08,7,10/28/2023
2000,"Stark, ND",43.3,08,7,10/28/2023
2001,"Steele, ND",44.8,08,7,10/28/2023
2002,"Stutsman, ND",45.2,08,7,10/28/2023
2003,"Towner, ND",41.3,08,7,10/28/2023
2004,"Traill, ND",46.4,08,7,10/28/2023
2005,"Walsh, ND",43.6,08,7,10/28/2023
2006,"Ward, ND",40.5,08,7,10/28/2023
2007,"Wells, ND",43.1,08,7,10/28/2023
2008,"Williams, ND",39.8,08,7,10/28/2023
2009,"Adams, OH",70.0,05,6,10/28/2023
2010,"Allen, OH",68.0,05,6,10/28/2023
2011,"Ashland, OH",64.7,05,6,10/28/2023
2012,"Ashtabula, OH",64.5,05,6,10/28/2023
2013,"Athens, OH",68.7,05,6,10/28/2023
2014,"Auglaize, OH",68.1,05,6,10/28/2023
2015,"Belmont, OH",65.5,05,6,10/28/2023
2016,"Brown, OH",70.1,05,6,10/28/2023
2017,"Butler, OH",70.6,05,6,10/28/2023
2018,"Carroll, OH",64.3,05,6,10/28/2023
2019,"Champaign, OH",67.2,05,6,10/28/2023
2020,"Clark, OH",67.7,05,6,10/28/2023
2021,"Clermont, OH",70.7,05,6,10/28/2023
2022,"Clinton, OH",68.7,05,6,10/28/2023
2023,"Columbiana, OH",64.0,05,6,10/28/2023
2024,"Coshocton, OH",65.7,05,6,10/28/2023
2025,"Crawford, OH",65.9,05,6,10/28/2023
2026,"Cuyahoga, OH",64.8,05,6,10/28/2023
2027,"Darke, OH",68.5,05,6,10/28/2023
2028,"Defiance, OH",67.5,05,6,10/28/2023
2029,"Delaware, OH",66.8,05,6,10/28/2023
2030,"Erie, OH",66.2,05,6,10/28/2023
2031,"Fairfield, OH",67.3,05,6,10/28/2023
2032,"Fayette, OH",68.2,05,6,10/28/2023
