row,Region,Avg. temperature,Regional Illnesses,Week of
1317,08,49.33539518900344,18,04/24/2021
1318,09,71.32111111111112,41,04/24/2021
1319,10,62.77394957983194,32,04/24/2021
1320,01,57.497014925373136,9,04/17/2021
1321,02,59.451807228915676,3,04/17/2021
1322,03,64.75441696113079,10,04/17/2021
1323,04,73.70570652173905,36,04/17/2021
1324,05,55.67480916030533,8,04/17/2021
1325,06,71.57037773359832,25,04/17/2021
1326,07,56.81699029126213,5,04/17/2021
1327,08,46.050515463917506,13,04/17/2021
1328,09,68.77888888888889,35,04/17/2021
1329,10,54.72436974789916,29,04/17/2021
1330,01,58.24328358208956,10,04/10/2021
1331,02,62.92409638554216,6,04/10/2021
1332,03,70.62190812720846,19,04/10/2021
1333,04,76.2203804347826,53,04/10/2021
1334,05,70.46545801526719,13,04/10/2021
1335,06,78.20834990059636,29,04/10/2021
1336,07,71.19029126213589,26,04/10/2021
1337,08,61.4735395189003,21,04/10/2021
1338,09,70.88666666666668,60,04/10/2021
1339,10,55.28151260504203,9,04/10/2021
1340,01,48.976119402985084,5,04/03/2021
1341,02,52.62530120481927,3,04/03/2021
1342,03,59.55618374558307,10,04/03/2021
1343,04,68.12051630434779,37,04/03/2021
1344,05,52.300381679389304,5,04/03/2021
1345,06,71.05984095427432,15,04/03/2021
1346,07,60.757038834951445,16,04/03/2021
1347,08,54.95532646048113,22,04/03/2021
1348,09,71.90666666666667,50,04/03/2021
1349,10,55.458823529411774,16,04/03/2021
1350,01,60.908955223880575,3,03/27/2021
1351,02,63.23012048192767,6,03/27/2021
1352,03,64.96395759717315,11,03/27/2021
1353,04,70.63994565217389,40,03/27/2021
1354,05,58.99522900763356,6,03/27/2021
1355,06,69.64532803180917,22,03/27/2021
1356,07,56.52500000000001,0,03/27/2021
1357,08,48.24295532646047,14,03/27/2021
1358,09,57.1322222222222,14,03/27/2021
1359,10,45.431932773109246,9,03/27/2021
1360,01,37.589552238805986,7,03/20/2021
1361,02,40.37710843373494,4,03/20/2021
1362,03,53.051236749116605,2,03/20/2021
1363,04,67.87649456521739,36,03/20/2021
1364,05,47.52786259541988,4,03/20/2021
1365,06,69.19284294234589,5,03/20/2021
1366,07,49.110436893203904,0,03/20/2021
1367,08,46.24570446735395,3,03/20/2021
1368,09,55.75,7,03/20/2021
1369,10,51.95042016806727,8,03/20/2021
1370,01,44.82537313432836,6,03/13/2021
1371,02,48.915662650602414,3,03/13/2021
1372,03,59.59893992932861,6,03/13/2021
1373,04,68.06644021739139,30,03/13/2021
1374,05,55.44026717557258,5,03/13/2021
1375,06,71.11212723658048,9,03/13/2021
1376,07,62.9868932038835,6,03/13/2021
1377,08,50.1848797250859,8,03/13/2021
1378,09,54.378888888888895,10,03/13/2021
1379,10,47.1638655462185,6,03/13/2021
1380,01,34.95671641791045,3,03/06/2021
1381,02,38.43855421686747,4,03/06/2021
1382,03,49.34770318021202,9,03/06/2021
1383,04,63.98410326086945,29,03/06/2021
1384,05,44.42671755725195,3,03/06/2021
1385,06,65.1894632206759,9,03/06/2021
1386,07,54.990776699029155,22,03/06/2021
1387,08,45.54329896907219,3,03/06/2021
1388,09,60.00888888888891,10,03/06/2021
1389,10,48.4579831932773,3,03/06/2021
1390,01,34.565671641791035,4,02/27/2021
1391,02,36.25060240963855,2,02/27/2021
1392,03,44.654770318021214,5,02/27/2021
1393,04,58.92432065217394,30,02/27/2021
1394,05,34.47251908396943,5,02/27/2021
1395,06,58.333001988071565,7,02/27/2021
1396,07,39.08640776699028,6,02/27/2021
1397,08,35.43195876288659,6,02/27/2021
1398,09,58.7711111111111,8,02/27/2021
1399,10,39.04033613445378,13,02/27/2021
1400,01,29.723880597014926,3,02/20/2021
1401,02,30.539759036144574,6,02/20/2021
1402,03,35.30424028268555,11,02/20/2021
1403,04,42.53899456521735,26,02/20/2021
1404,05,16.22595419847328,7,02/20/2021
1405,06,28.372763419483103,9,02/20/2021
1406,07,12.315291262135926,0,02/20/2021
1407,08,17.404810996563565,12,02/20/2021
1408,09,52.5,5,02/20/2021
1409,10,34.415966386554615,6,02/20/2021
1410,01,26.98656716417911,5,02/13/2021
1411,02,28.4144578313253,6,02/13/2021
1412,03,38.32720848056537,2,02/13/2021
1413,04,53.322010869565176,25,02/13/2021
1414,05,14.62919847328245,5,02/13/2021
1415,06,46.77594433399604,3,02/13/2021
1416,07,11.669174757281569,13,02/13/2021
1417,08,13.67182130584192,0,02/13/2021
1418,09,59.40333333333329,8,02/13/2021
1419,10,36.02773109243697,5,02/13/2021
1420,01,29.632835820895526,8,02/06/2021
1421,02,31.53012048192771,8,02/06/2021
1422,03,38.22296819787989,5,02/06/2021
1423,04,50.91576086956525,27,02/06/2021
1424,05,31.177099236641247,7,02/06/2021
1425,06,62.22007952286285,10,02/06/2021
1426,07,39.46383495145628,12,02/06/2021
1427,08,35.4144329896907,9,02/06/2021
1428,09,55.52555555555557,3,02/06/2021
1429,10,42.26638655462183,11,02/06/2021
1430,01,27.019402985074628,5,01/30/2021
1431,02,27.279518072289164,4,01/30/2021
1432,03,36.75901060070672,6,01/30/2021
1433,04,56.37703804347826,28,01/30/2021
1434,05,28.06641221374045,4,01/30/2021
1435,06,58.20755467196821,4,01/30/2021
1436,07,31.91966019417472,0,01/30/2021
1437,08,27.138144329896914,18,01/30/2021
1438,09,44.69888888888887,6,01/30/2021
1439,10,35.934453781512616,3,01/30/2021
1440,01,35.51940298507462,6,01/23/2021
1441,02,37.233734939759046,8,01/23/2021
1442,03,43.10176678445232,3,01/23/2021
1443,04,53.87228260869567,28,01/23/2021
1444,05,32.79293893129768,7,01/23/2021
1445,06,58.220278330019916,5,01/23/2021
1446,07,42.217718446601914,6,01/23/2021
1447,08,36.049484536082474,3,01/23/2021
1448,09,59.58555555555557,4,01/23/2021
1449,10,40.43025210084035,2,01/23/2021
1450,01,35.67611940298508,5,01/16/2021
1451,02,37.29638554216867,3,01/16/2021
1452,03,44.862897526501754,7,01/16/2021
1453,04,48.7210597826087,31,01/16/2021
1454,05,36.05763358778628,7,01/16/2021
1455,06,50.327236580516896,1,01/16/2021
1456,07,41.88737864077667,12,01/16/2021
1457,08,38.178350515463926,3,01/16/2021
1458,09,58.56888888888888,12,01/16/2021
1459,10,42.0949579831933,10,01/16/2021
1460,01,34.43731343283582,2,01/09/2021
1461,02,35.47349397590362,0,01/09/2021
1462,03,42.21872791519435,5,01/09/2021
1463,04,52.671195652173914,29,01/09/2021
1464,05,34.243702290076364,7,01/09/2021
1465,06,56.60357852882702,2,01/09/2021
1466,07,39.85436893203882,6,01/09/2021
1467,08,38.52061855670103,9,01/09/2021
1468,09,54.33555555555555,3,01/09/2021
1469,10,40.72352941176471,8,01/09/2021
1470,01,36.62835820895522,5,01/02/2021
1471,02,36.89277108433736,7,01/02/2021
1472,03,44.32791519434629,7,01/02/2021
1473,04,59.281793478260845,22,01/02/2021
1474,05,33.88492366412216,4,01/02/2021
1475,06,58.47196819085486,7,01/02/2021
1476,07,38.230582524271846,0,01/02/2021
1477,08,32.01340206185568,12,01/02/2021
1478,09,50.703333333333354,9,01/02/2021
1479,10,36.89831932773109,5,01/02/2021
1480,01,41.353731343283584,3,12/26/2020
1481,02,42.05301204819278,4,12/26/2020
1482,03,44.30176678445229,5,12/26/2020
1483,04,54.40217391304344,26,12/26/2020
1484,05,36.575572519083984,5,12/26/2020
1485,06,61.026640159045755,2,12/26/2020
1486,07,45.18082524271847,12,12/26/2020
1487,08,38.947422680412366,3,12/26/2020
1488,09,55.14777777777776,6,12/26/2020
1489,10,41.25126050420167,7,12/26/2020
1490,01,32.168656716417914,0,12/19/2020
1491,02,36.10361445783132,5,12/19/2020
1492,03,43.516607773851604,7,12/19/2020
1493,04,53.41154891304341,27,12/19/2020
1494,05,33.527290076335895,7,12/19/2020
1495,06,51.216898608349915,1,12/19/2020
1496,07,35.14344660194179,0,12/19/2020
1497,08,30.180068728522336,9,12/19/2020
1498,09,50.39,8,12/19/2020
1499,10,37.405042016806746,2,12/19/2020
1500,01,35.331343283582086,4,12/12/2020
1501,02,38.76265060240966,2,12/12/2020
1502,03,46.46183745583037,6,12/12/2020
1503,04,58.6158967391304,32,12/12/2020
1504,05,43.21393129770993,4,12/12/2020
1505,06,65.59045725646124,9,12/12/2020
1506,07,52.890533980582504,6,12/12/2020
1507,08,46.023367697594516,3,12/12/2020
1508,09,59.0777777777778,5,12/12/2020
1509,10,42.310084033613435,10,12/12/2020
1510,01,50.191044776119405,2,12/05/2020
1511,02,47.81686746987951,3,12/05/2020
1512,03,50.60141342756184,6,12/05/2020
1513,04,55.40557065217394,33,12/05/2020
1514,05,41.81259541984737,6,12/05/2020
1515,06,53.364612326043776,0,12/05/2020
1516,07,47.00995145631066,17,12/05/2020
1517,08,42.368728522336795,9,12/05/2020
1518,09,59.44444444444444,12,12/05/2020
1519,10,42.15546218487395,7,12/05/2020
1520,01,46.889552238805976,1,11/28/2020
1521,02,50.466265060240964,5,11/28/2020
1522,03,57.1939929328622,2,11/28/2020
1523,04,67.01807065217396,32,11/28/2020
1524,05,44.05286259541979,7,11/28/2020
1525,06,66.43777335984096,4,11/28/2020
1526,07,48.298543689320354,0,11/28/2020
1527,08,41.857388316151216,6,11/28/2020
1528,09,57.665555555555585,13,11/28/2020
1529,10,40.49495798319331,5,11/28/2020
1530,01,45.38208955223879,6,11/21/2020
1531,02,47.830120481927736,3,11/21/2020
1532,03,56.45017667844525,4,11/21/2020
1533,04,66.73641304347824,43,11/21/2020
1534,05,49.708778625954245,6,11/21/2020
1535,06,73.13101391650105,7,11/21/2020
1536,07,60.50315533980586,0,11/21/2020
1537,08,47.723367697594504,14,11/21/2020
1538,09,63.022222222222204,13,11/21/2020
1539,10,44.9411764705882,8,11/21/2020
1540,01,64.8328358208955,2,11/14/2020
1541,02,66.1409638554217,0,11/14/2020
1542,03,69.75689045936394,6,11/14/2020
1543,04,75.18682065217392,42,11/14/2020
1544,05,59.56393129770995,5,11/14/2020
1545,06,73.83817097415499,13,11/14/2020
1546,07,58.9716019417475,5,11/14/2020
1547,08,40.59484536082473,11,11/14/2020
1548,09,53.26444444444446,13,11/14/2020
1549,10,38.71596638655461,6,11/14/2020
1550,01,50.84328358208956,4,11/07/2020
1551,02,55.09999999999998,2,11/07/2020
1552,03,61.16395759717315,8,11/07/2020
1553,04,68.74361413043479,38,11/07/2020
1554,05,61.47251908396944,9,11/07/2020
1555,06,73.94552683896623,4,11/07/2020
1556,07,69.96359223300969,10,11/07/2020
1557,08,64.02646048109965,8,11/07/2020
1558,09,75.4888888888889,17,11/07/2020
1559,10,58.76890756302521,6,11/07/2020
1560,01,47.74029850746267,6,10/31/2020
1561,02,50.954216867469874,2,10/31/2020
1562,03,61.34770318021201,5,10/31/2020
1563,04,71.29728260869561,45,10/31/2020
1564,05,44.23664122137402,4,10/31/2020
1565,06,58.54155069582502,2,10/31/2020
1566,07,43.681796116504856,6,10/31/2020
1567,08,40.04123711340209,0,10/31/2020
1568,09,68.64777777777775,10,10/31/2020
1569,10,50.61764705882354,2,10/31/2020
1570,01,61.0597014925373,4,10/24/2020
1571,02,64.39518072289158,10,10/24/2020
1572,03,71.59964664310957,11,10/24/2020
1573,04,77.80135869565227,43,10/24/2020
1574,05,54.65515267175571,4,10/24/2020
1575,06,79.63598409542745,18,10/24/2020
1576,07,54.334466019417476,6,10/24/2020
1577,08,43.92852233676976,6,10/24/2020
1578,09,79.75999999999996,26,10/24/2020
1579,10,54.03109243697481,5,10/24/2020
1580,01,61.97164179104478,1,10/17/2020
1581,02,63.79397590361447,4,10/17/2020
1582,03,68.24911660777383,4,10/17/2020
1583,04,77.26535326086956,48,10/17/2020
1584,05,64.87977099236646,2,10/17/2020
1585,06,82.50815109343928,24,10/17/2020
1586,07,71.85800970873785,6,10/17/2020
1587,08,60.6171821305842,8,10/17/2020
1588,09,81.38999999999997,45,10/17/2020
1589,10,57.55126050420171,6,10/17/2020
1590,01,61.42985074626865,2,10/10/2020
1591,02,63.530120481927746,3,10/10/2020
1592,03,68.96925795053,9,10/10/2020
1593,04,77.0082880434783,56,10/10/2020
1594,05,67.64255725190841,8,10/10/2020
1595,06,82.5457256461233,33,10/10/2020
1596,07,76.86868932038838,26,10/10/2020
1597,08,73.2274914089348,13,10/10/2020
1598,09,84.12,33,10/10/2020
1599,10,73.05882352941178,7,10/10/2020
1600,01,71.255223880597,7,10/03/2020
1601,02,70.88313253012048,7,10/03/2020
1602,03,71.16643109540638,10,10/03/2020
1603,04,76.32839673913044,45,10/03/2020
1604,05,64.84312977099238,8,10/03/2020
1605,06,81.78429423459237,25,10/03/2020
1606,07,71.0029126213592,28,10/03/2020
1607,08,66.13608247422684,8,10/03/2020
1608,09,88.27111111111115,88,10/03/2020
1609,10,72.54201680672271,21,10/03/2020
1610,01,67.03582089552239,8,09/26/2020
1611,02,68.83855421686746,10,09/26/2020
1612,03,68.92544169611305,9,09/26/2020
1613,04,74.14769021739129,52,09/26/2020
1614,05,74.25343511450383,12,09/26/2020
1615,06,79.65825049701796,23,09/26/2020
1616,07,80.03737864077665,11,09/26/2020
1617,08,77.5845360824743,32,09/26/2020
1618,09,84.66888888888887,86,09/26/2020
1619,10,68.60588235294117,5,09/26/2020
1620,01,68.14925373134331,4,09/19/2020
1621,02,68.69638554216867,6,09/19/2020
1622,03,72.84876325088334,13,09/19/2020
1623,04,81.66698369565204,76,09/19/2020
1624,05,71.78377862595427,9,09/19/2020
1625,06,85.28827037773372,81,09/19/2020
1626,07,77.65194174757276,52,09/19/2020
1627,08,75.23127147766317,24,09/19/2020
1628,09,85.87777777777775,96,09/19/2020
1629,10,76.09075630252097,8,09/19/2020
1630,01,76.15820895522386,25,09/12/2020
1631,02,76.96746987951809,24,09/12/2020
1632,03,81.02932862190816,45,09/12/2020
1633,04,86.91970108695648,128,09/12/2020
1634,05,72.32137404580155,20,09/12/2020
1635,06,84.09304174950299,136,09/12/2020
1636,07,72.16480582524271,63,09/12/2020
1637,08,66.93333333333332,30,09/12/2020
1638,09,88.50222222222222,188,09/12/2020
1639,10,79.28907563025209,55,09/12/2020
1640,01,73.10746268656717,17,09/05/2020
1641,02,76.79156626506023,19,09/05/2020
1642,03,81.27879858657242,91,09/05/2020
1643,04,88.61834239130438,253,09/05/2020
1644,05,77.37690839694659,22,09/05/2020
1645,06,91.06123260437371,252,09/05/2020
1646,07,81.72160194174762,99,09/05/2020
1647,08,78.51615120274917,69,09/05/2020
1648,09,89.90666666666668,275,09/05/2020
1649,10,80.15630252100841,85,09/05/2020
1650,01,78.07313432835822,31,08/29/2020
1651,02,82.58313253012048,44,08/29/2020
1652,03,86.36466431095408,122,08/29/2020
1653,04,87.3448369565216,217,08/29/2020
1654,05,86.19961832061058,136,08/29/2020
1655,06,93.97614314115309,280,08/29/2020
1656,07,92.44757281553395,217,08/29/2020
1657,08,85.99828178694155,130,08/29/2020
1658,09,91.08111111111114,422,08/29/2020
1659,10,80.44453781512608,56,08/29/2020
1660,01,76.53283582089553,42,08/22/2020
1661,02,78.92409638554217,21,08/22/2020
1662,03,80.20247349823323,61,08/22/2020
1663,04,86.53451086956515,145,08/22/2020
1664,05,81.2303435114504,44,08/22/2020
1665,06,94.07117296222658,248,08/22/2020
1666,07,85.84271844660189,99,08/22/2020
1667,08,88.3085910652921,257,08/22/2020
1668,09,96.02555555555557,715,08/22/2020
1669,10,86.72521008403359,186,08/22/2020
1670,01,85.36268656716415,148,08/15/2020
1671,02,85.23855421686746,106,08/15/2020
1672,03,86.45724381625435,180,08/15/2020
1673,04,90.26277173913049,262,08/15/2020
1674,05,84.36393129770991,95,08/15/2020
1675,06,96.42803180914514,432,08/15/2020
1676,07,88.08495145631072,269,08/15/2020
1677,08,84.17079037800681,149,08/15/2020
1678,09,93.17888888888888,445,08/15/2020
1679,10,78.89243697478989,111,08/15/2020
1680,01,81.20746268656714,92,08/08/2020
1681,02,81.17831325301205,70,08/08/2020
1682,03,83.865371024735,119,08/08/2020
1683,04,88.33627717391309,232,08/08/2020
1684,05,77.1601145038168,28,08/08/2020
1685,06,91.93936381709734,216,08/08/2020
1686,07,81.13834951456309,142,08/08/2020
1687,08,83.27044673539515,157,08/08/2020
1688,09,89.83111111111113,286,08/08/2020
1689,10,81.63193277310926,109,08/08/2020
1690,01,86.52089552238806,290,08/01/2020
1691,02,86.62048192771084,192,08/01/2020
1692,03,88.8925795053003,343,08/01/2020
1693,04,90.0476902173913,307,08/01/2020
1694,05,84.42824427480917,112,08/01/2020
1695,06,91.25884691848901,220,08/01/2020
1696,07,85.73058252427184,180,08/01/2020
1697,08,84.42920962199315,209,08/01/2020
1698,09,92.84555555555558,515,08/01/2020
1699,10,88.46386554621844,319,08/01/2020
1700,01,85.15522388059705,263,07/25/2020
1701,02,86.75421686746988,213,07/25/2020
1702,03,90.73674911660773,439,07/25/2020
1703,04,92.3539402173913,338,07/25/2020
1704,05,83.79503816793894,125,07/25/2020
1705,06,93.50437375745526,315,07/25/2020
1706,07,88.58665048543692,507,07/25/2020
1707,08,83.69759450171817,143,07/25/2020
1708,09,89.77222222222221,238,07/25/2020
1709,10,83.17394957983191,153,07/25/2020
1710,01,78.6507462686567,102,07/18/2020
1711,02,82.52048192771085,95,07/18/2020
1712,03,87.12826855123672,264,07/18/2020
1713,04,91.46345108695655,356,07/18/2020
1714,05,83.58072519083977,143,07/18/2020
1715,06,97.61232604373754,554,07/18/2020
1716,07,88.04077669902915,380,07/18/2020
1717,08,84.33711340206176,184,07/18/2020
1718,09,93.00555555555556,502,07/18/2020
1719,10,80.21932773109243,96,07/18/2020
1720,01,81.88955223880596,134,07/11/2020
1721,02,87.2602409638555,142,07/11/2020
1722,03,89.53286219081264,343,07/11/2020
1723,04,89.47961956521739,264,07/11/2020
1724,05,89.26049618320612,380,07/11/2020
1725,06,93.52823061630222,471,07/11/2020
1726,07,90.23737864077673,451,07/11/2020
1727,08,84.18041237113404,209,07/11/2020
1728,09,90.76333333333335,436,07/11/2020
1729,10,75.59075630252104,61,07/11/2020
1730,01,78.05671641791044,82,07/04/2020
1731,02,82.68313253012049,96,07/04/2020
1732,03,86.44346289752647,237,07/04/2020
1733,04,89.0517663043478,262,07/04/2020
1734,05,86.58225190839703,258,07/04/2020
1735,06,93.40616302186878,311,07/04/2020
1736,07,88.55728155339798,433,07/04/2020
1737,08,81.50927835051544,145,07/04/2020
1738,09,84.37555555555556,164,07/04/2020
1739,10,68.29579831932772,23,07/04/2020
1740,01,84.47761194029849,177,06/27/2020
1741,02,84.87349397590364,100,06/27/2020
1742,03,83.79540636042408,140,06/27/2020
1743,04,87.26616847826084,223,06/27/2020
1744,05,81.4486641221374,78,06/27/2020
1745,06,89.64691848906564,152,06/27/2020
1746,07,85.26140776699026,223,06/27/2020
1747,08,80.32302405498284,143,06/27/2020
1748,09,92.07888888888886,347,06/27/2020
1749,10,79.38067226890757,155,06/27/2020
1750,01,77.19701492537315,146,06/20/2020
1751,02,76.3192771084337,35,06/20/2020
1752,03,74.31484098939931,38,06/20/2020
1753,04,82.29116847826086,110,06/20/2020
1754,05,80.60916030534348,108,06/20/2020
1755,06,91.62127236580514,217,06/20/2020
1756,07,86.95242718446605,316,06/20/2020
1757,08,77.42542955326456,95,06/20/2020
1758,09,81.00666666666662,157,06/20/2020
1759,10,64.87815126050418,40,06/20/2020
1760,01,74.94925373134332,32,06/13/2020
1761,02,79.71566265060241,44,06/13/2020
1762,03,84.23992932862194,165,06/13/2020
1763,04,86.90407608695654,206,06/13/2020
1764,05,82.02729007633586,108,06/13/2020
1765,06,90.96838966202775,242,06/13/2020
1766,07,86.60000000000007,413,06/13/2020
1767,08,74.5573883161512,85,06/13/2020
1768,09,79.00222222222217,126,06/13/2020
1769,10,64.94033613445379,18,06/13/2020
1770,01,71.2,47,06/06/2020
1771,02,74.41204819277108,59,06/06/2020
1772,03,80.55759717314483,159,06/06/2020
1773,04,85.49945652173919,148,06/06/2020
1774,05,80.42709923664127,157,06/06/2020
1775,06,89.26898608349893,270,06/06/2020
1776,07,86.91820388349512,521,06/06/2020
1777,08,80.52096219931273,161,06/06/2020
1778,09,84.73333333333336,271,06/06/2020
1779,10,71.53697478991599,32,06/06/2020
1780,01,76.93880597014925,71,05/30/2020
1781,02,79.46626506024096,56,05/30/2020
1782,03,79.53286219081266,93,05/30/2020
1783,04,83.60665760869568,123,05/30/2020
1784,05,80.32061068702295,160,05/30/2020
1785,06,84.19403578528832,80,05/30/2020
1786,07,77.38009708737864,46,05/30/2020
1787,08,70.14192439862545,102,05/30/2020
1788,09,86.7122222222222,350,05/30/2020
1789,10,71.63025210084037,87,05/30/2020
1790,01,70.31044776119403,21,05/23/2020
1791,02,70.36385542168671,14,05/23/2020
1792,03,70.05335689045936,13,05/23/2020
1793,04,79.3663043478261,88,05/23/2020
1794,05,68.46183206106872,20,05/23/2020
1795,06,85.38807157057659,95,05/23/2020
1796,07,69.90339805825246,19,05/23/2020
1797,08,70.81477663230244,56,05/23/2020
1798,09,71.36333333333332,62,05/23/2020
1799,10,58.97983193277309,13,05/23/2020
1800,01,57.200000000000024,9,05/16/2020
1801,02,59.1144578313253,14,05/16/2020
1802,03,65.14346289752648,31,05/16/2020
1803,04,74.26779891304352,42,05/16/2020
1804,05,60.55458015267176,7,05/16/2020
1805,06,79.15029821073554,52,05/16/2020
1806,07,63.39368932038832,0,05/16/2020
1807,08,58.545704467353914,37,05/16/2020
1808,09,73.54999999999998,90,05/16/2020
1809,10,64.73025210084035,31,05/16/2020
1810,01,60.96119402985077,10,05/09/2020
1811,02,60.731325301204826,6,05/09/2020
1812,03,65.47102473498231,11,05/09/2020
1813,04,76.14497282608693,51,05/09/2020
1814,05,61.72022900763358,7,05/09/2020
1815,06,83.40417495029831,68,05/09/2020
1816,07,67.07742718446605,14,05/09/2020
1817,08,62.15773195876285,10,05/09/2020
1818,09,79.49444444444444,171,05/09/2020
1819,10,63.58151260504205,40,05/09/2020
1820,01,54.89701492537314,12,05/02/2020
1821,02,57.779518072289136,7,05/02/2020
1822,03,63.188339222614864,3,05/02/2020
1823,04,73.28342391304345,45,05/02/2020
1824,05,63.664694656488585,13,05/02/2020
1825,06,82.44572564612335,55,05/02/2020
1826,07,73.8793689320388,55,05/02/2020
1827,08,68.88178694158076,48,05/02/2020
1828,09,80.2688888888889,199,05/02/2020
1829,10,64.19159663865545,8,05/02/2020
1830,01,49.25820895522388,5,04/25/2020
1831,02,51.012048192771076,3,04/25/2020
1832,03,60.77667844522968,5,04/25/2020
1833,04,71.86168478260862,51,04/25/2020
1834,05,57.893893129771065,5,04/25/2020
1835,06,78.50377733598405,36,04/25/2020
1836,07,69.20995145631069,37,04/25/2020
1837,08,61.081099656357395,11,04/25/2020
1838,09,71.05888888888892,80,04/25/2020
1839,10,59.813445378151265,6,04/25/2020
1840,01,50.31343283582088,11,04/18/2020
1841,02,52.048192771084345,6,04/18/2020
1842,03,60.29575971731452,7,04/18/2020
1843,04,69.74538043478258,36,04/18/2020
1844,05,47.854961832061086,7,04/18/2020
1845,06,67.84890656063618,7,04/18/2020
1846,07,51.630339805825216,8,04/18/2020
1847,08,42.00687285223366,8,04/18/2020
1848,09,66.9111111111111,10,04/18/2020
1849,10,56.19663865546219,7,04/18/2020
1850,01,52.02388059701493,6,04/11/2020
1851,02,56.87108433734938,4,04/11/2020
1852,03,66.59681978798584,3,04/11/2020
1853,04,76.9252717391304,52,04/11/2020
1854,05,58.495419847328215,6,04/11/2020
1855,06,75.24433399602383,37,04/11/2020
1856,07,65.50776699029124,37,04/11/2020
1857,08,56.415807560137445,0,04/11/2020
1858,09,59.71888888888885,20,04/11/2020
1859,10,58.89159663865544,9,04/11/2020
1860,01,46.11194029850745,6,04/04/2020
1861,02,50.34698795180723,3,04/04/2020
1862,03,62.404946996466464,10,04/04/2020
1863,04,72.88192934782607,47,04/04/2020
1864,05,55.97137404580153,12,04/04/2020
1865,06,71.86779324055668,0,04/04/2020
1866,07,61.17621359223308,7,04/04/2020
1867,08,47.10584192439863,15,04/04/2020
1868,09,60.30666666666665,21,04/04/2020
1869,10,45.87310924369747,0,04/04/2020
1870,01,44.832835820895525,3,03/28/2020
1871,02,47.802409638554224,5,03/28/2020
1872,03,56.19823321554768,4,03/28/2020
1873,04,71.96997282608692,43,03/28/2020
1874,05,48.21545801526717,6,03/28/2020
1875,06,75.09244532803183,31,03/28/2020
1876,07,55.68883495145629,24,03/28/2020
1877,08,47.57903780068729,7,03/28/2020
1878,09,55.69333333333334,7,03/28/2020
1879,10,47.9798319327731,4,03/28/2020
1880,01,46.27761194029852,3,03/21/2020
1881,02,51.996385542168674,7,03/21/2020
1882,03,60.018727915194354,7,03/21/2020
1883,04,71.25733695652183,30,03/21/2020
1884,05,45.94637404580153,4,03/21/2020
1885,06,68.25924453280315,8,03/21/2020
1886,07,46.76456310679616,10,03/21/2020
1887,08,38.15635738831614,11,03/21/2020
1888,09,52.19111111111109,10,03/21/2020
1889,10,49.22857142857141,0,03/21/2020
1890,01,50.50746268656717,5,03/14/2020
1891,02,55.181927710843375,3,03/14/2020
1892,03,62.46890459363954,5,03/14/2020
1893,04,68.90203804347838,15,03/14/2020
1894,05,50.949045801526715,3,03/14/2020
1895,06,71.49264413518884,5,03/14/2020
1896,07,58.58567961165046,17,03/14/2020
1897,08,46.533333333333346,7,03/14/2020
1898,09,60.76555555555557,12,03/14/2020
1899,10,47.38991596638657,8,03/14/2020
1900,01,43.43134328358207,5,03/07/2020
1901,02,45.683132530120474,3,03/07/2020
1902,03,53.06289752650174,4,03/07/2020
1903,04,62.81820652173915,10,03/07/2020
1904,05,46.2097328244275,3,03/07/2020
1905,06,68.50258449304174,8,03/07/2020
1906,07,57.1385922330097,4,03/07/2020
1907,08,47.641580756013745,11,03/07/2020
1908,09,63.274444444444434,8,03/07/2020
1909,10,48.35966386554619,5,03/07/2020
1910,01,44.69253731343284,4,02/29/2020
1911,02,44.048192771084345,3,02/29/2020
1912,03,50.44240282685513,6,02/29/2020
1913,04,56.72907608695654,8,02/29/2020
1914,05,38.41354961832066,3,02/29/2020
1915,06,60.133399602385744,5,02/29/2020
1916,07,46.61480582524272,4,02/29/2020
1917,08,39.03917525773195,2,02/29/2020
1918,09,64.07,10,02/29/2020
1919,10,47.36638655462187,8,02/29/2020
1920,01,32.86268656716417,6,02/22/2020
1921,02,36.67951807228914,5,02/22/2020
1922,03,45.497526501766764,5,02/22/2020
1923,04,56.115217391304334,13,02/22/2020
1924,05,34.334351145038156,3,02/22/2020
1925,06,59.28846918489068,4,02/22/2020
1926,07,42.49708737864078,9,02/22/2020
1927,08,33.41134020618555,2,02/22/2020
1928,09,61.29222222222224,8,02/22/2020
1929,10,41.39159663865545,4,02/22/2020
1930,01,32.395522388059696,6,02/15/2020
1931,02,35.857831325301206,1,02/15/2020
1932,03,46.68798586572436,4,02/15/2020
1933,04,60.14252717391305,13,02/15/2020
1934,05,30.5152671755725,3,02/15/2020
1935,06,55.562425447316095,4,02/15/2020
1936,07,36.70825242718447,0,02/15/2020
1937,08,31.890378006872854,2,02/15/2020
1938,09,58.681111111111115,6,02/15/2020
1939,10,41.92100840336137,4,02/15/2020
1940,01,37.00298507462687,2,02/08/2020
1941,02,40.5975903614458,4,02/08/2020
1942,03,53.59999999999997,7,02/08/2020
1943,04,61.81698369565212,7,02/08/2020
1944,05,38.83129770992366,5,02/08/2020
1945,06,59.6727634194831,6,02/08/2020
1946,07,42.378398058252415,9,02/08/2020
1947,08,33.69999999999999,16,02/08/2020
1948,09,55.51444444444444,4,02/08/2020
1949,10,39.49327731092437,4,02/08/2020
1950,01,37.26417910447763,3,02/01/2020
1951,02,37.149397590361446,4,02/01/2020
1952,03,42.868197879858656,8,02/01/2020
